date, rr, since start
2023-03-28 19:36:39 +0000, 628, 66879
2023-03-28 19:36:39 +0000, 631, 67510
2023-03-28 19:36:40 +0000, 616, 68126
2023-03-28 19:36:40 +0000, 608, 68734
2023-03-28 19:36:41 +0000, 601, 69335
2023-03-28 19:36:42 +0000, 595, 69930
2023-03-28 19:36:42 +0000, 587, 70517
2023-03-28 19:36:43 +0000, 578, 71095
2023-03-28 19:36:43 +0000, 576, 71671
2023-03-28 19:36:44 +0000, 575, 72246
2023-03-28 19:36:44 +0000, 563, 72809
2023-03-28 19:36:45 +0000, 566, 73375
2023-03-28 19:36:46 +0000, 574, 73949
2023-03-28 19:36:46 +0000, 566, 74515
2023-03-28 19:36:47 +0000, 585, 75100
2023-03-28 19:36:47 +0000, 592, 75692
2023-03-28 19:36:48 +0000, 583, 76275
2023-03-28 19:36:49 +0000, 586, 76861
2023-03-28 19:36:49 +0000, 582, 77443
2023-03-28 19:36:50 +0000, 568, 78011
2023-03-28 19:36:50 +0000, 567, 78578
2023-03-28 19:36:51 +0000, 567, 79145
2023-03-28 19:36:51 +0000, 571, 79716
2023-03-28 19:36:52 +0000, 583, 80299
2023-03-28 19:36:53 +0000, 584, 80883
2023-03-28 19:36:53 +0000, 591, 81474
2023-03-28 19:36:54 +0000, 585, 82059
2023-03-28 19:36:54 +0000, 581, 82640
2023-03-28 19:36:55 +0000, 579, 83219
2023-03-28 19:36:56 +0000, 588, 83807
2023-03-28 19:36:56 +0000, 605, 84412
2023-03-28 19:36:57 +0000, 618, 85030
2023-03-28 19:36:57 +0000, 614, 85644
2023-03-28 19:36:58 +0000, 626, 86270
2023-03-28 19:36:59 +0000, 625, 86895
2023-03-28 19:36:59 +0000, 619, 87514
2023-03-28 19:37:00 +0000, 639, 88153
2023-03-28 19:37:01 +0000, 652, 88805
2023-03-28 19:37:01 +0000, 641, 89446
2023-03-28 19:37:02 +0000, 629, 90075
2023-03-28 19:37:02 +0000, 606, 90681
2023-03-28 19:37:03 +0000, 607, 91288
2023-03-28 19:37:04 +0000, 601, 91889
2023-03-28 19:37:04 +0000, 612, 92501
2023-03-28 19:37:05 +0000, 626, 93127
2023-03-28 19:37:06 +0000, 638, 93765
2023-03-28 19:37:06 +0000, 633, 94398
2023-03-28 19:37:07 +0000, 626, 95024
2023-03-28 19:37:08 +0000, 639, 95663
2023-03-28 19:37:12 +0000, 660, 96323
2023-03-28 19:37:12 +0000, 652, 96975
2023-03-28 19:37:12 +0000, 650, 97625
2023-03-28 19:37:13 +0000, 656, 98281
2023-03-28 19:37:13 +0000, 671, 98952
2023-03-28 19:37:14 +0000, 651, 99603
2023-03-28 19:37:15 +0000, 646, 100249
2023-03-28 19:37:19 +0000, 608, 100857
2023-03-28 19:37:21 +0000, 623, 101480
2023-03-28 19:37:21 +0000, 628, 102108
2023-03-28 19:37:21 +0000, 629, 102737
2023-03-28 19:37:22 +0000, 622, 103359
2023-03-28 19:37:22 +0000, 617, 103976
2023-03-28 19:37:24 +0000, 612, 104588
2023-03-28 19:37:24 +0000, 608, 105196
2023-03-28 19:37:24 +0000, 598, 105794
2023-03-28 19:37:25 +0000, 598, 106392
2023-03-28 19:37:25 +0000, 600, 106992
2023-03-28 19:37:26 +0000, 606, 107598
2023-03-28 19:37:26 +0000, 618, 108216
2023-03-28 19:37:27 +0000, 618, 108834
2023-03-28 19:37:28 +0000, 627, 109461
2023-03-28 19:37:28 +0000, 638, 110099
2023-03-28 19:37:32 +0000, 728, 110827
2023-03-28 19:37:33 +0000, 732, 111559
2023-03-28 19:37:33 +0000, 711, 112270
2023-03-28 19:37:34 +0000, 688, 112958
2023-03-28 19:37:35 +0000, 678, 113636
2023-03-28 19:37:35 +0000, 673, 114309
2023-03-28 19:37:36 +0000, 667, 114976
2023-03-28 19:37:37 +0000, 662, 115638
2023-03-28 19:37:37 +0000, 670, 116308
2023-03-28 19:37:39 +0000, 675, 116983
2023-03-28 19:37:39 +0000, 677, 117660
2023-03-28 19:37:39 +0000, 687, 118347
2023-03-28 19:37:40 +0000, 676, 119023
2023-03-28 19:37:41 +0000, 666, 119689
2023-03-28 19:37:41 +0000, 654, 120343
2023-03-28 19:37:42 +0000, 648, 120991
2023-03-28 19:37:43 +0000, 651, 121642
2023-03-28 19:37:43 +0000, 673, 122315
2023-03-28 19:37:44 +0000, 677, 122992
2023-03-28 19:37:45 +0000, 685, 123677
2023-03-28 19:37:45 +0000, 662, 124339
2023-03-28 19:37:46 +0000, 662, 125001
2023-03-28 19:37:47 +0000, 659, 125660
2023-03-28 19:37:47 +0000, 654, 126314
2023-03-28 19:37:48 +0000, 650, 126964
2023-03-28 19:37:49 +0000, 642, 127606
2023-03-28 19:37:49 +0000, 641, 128247
2023-03-28 19:37:50 +0000, 619, 128866
2023-03-28 19:37:50 +0000, 603, 129469
2023-03-28 19:37:51 +0000, 606, 130075
2023-03-28 19:37:52 +0000, 609, 130684
2023-03-28 19:37:52 +0000, 635, 131319
2023-03-28 19:37:53 +0000, 658, 131977
2023-03-28 19:37:54 +0000, 661, 132638
2023-03-28 19:37:54 +0000, 649, 133287
2023-03-28 19:37:55 +0000, 665, 133952
2023-03-28 19:37:59 +0000, 657, 134609
2023-03-28 19:37:59 +0000, 646, 135255
2023-03-28 19:37:59 +0000, 637, 135892
2023-03-28 19:38:00 +0000, 633, 136525
2023-03-28 19:38:00 +0000, 631, 137156
2023-03-28 19:38:01 +0000, 649, 137805
2023-03-28 19:38:05 +0000, 697, 138502
2023-03-28 19:38:06 +0000, 681, 139183
2023-03-28 19:38:08 +0000, 679, 139862
2023-03-28 19:38:08 +0000, 674, 140536
2023-03-28 19:38:08 +0000, 685, 141221
2023-03-28 19:38:09 +0000, 686, 141907
2023-03-28 19:38:09 +0000, 696, 142603
2023-03-28 19:38:10 +0000, 701, 143304
2023-03-28 19:38:11 +0000, 697, 144001
2023-03-28 19:38:12 +0000, 696, 144697
2023-03-28 19:38:12 +0000, 722, 145419
2023-03-28 19:38:13 +0000, 747, 146166
2023-03-28 19:38:14 +0000, 727, 146893
2023-03-28 19:38:15 +0000, 730, 147623
2023-03-28 19:38:17 +0000, 715, 148338
2023-03-28 19:38:17 +0000, 711, 149049
2023-03-28 19:38:18 +0000, 693, 149742
2023-03-28 19:38:19 +0000, 704, 150446
2023-03-28 19:38:20 +0000, 693, 151139
2023-03-28 19:38:20 +0000, 699, 151838
2023-03-28 19:38:21 +0000, 719, 152557
2023-03-28 19:38:25 +0000, 919, 153476
2023-03-28 19:38:26 +0000, 750, 154226
2023-03-28 19:38:27 +0000, 702, 154928
2023-03-28 19:38:28 +0000, 666, 155594
2023-03-28 19:38:29 +0000, 656, 156250
2023-03-28 19:38:29 +0000, 669, 156919
2023-03-28 19:38:30 +0000, 682, 157601
2023-03-28 19:38:34 +0000, 720, 158321
2023-03-28 19:38:35 +0000, 707, 159028
2023-03-28 19:38:36 +0000, 686, 159714
2023-03-28 19:38:36 +0000, 664, 160378
2023-03-28 19:38:37 +0000, 663, 161041
2023-03-28 19:38:38 +0000, 666, 161707
2023-03-28 19:38:38 +0000, 667, 162374
2023-03-28 19:38:39 +0000, 680, 163054
2023-03-28 19:38:40 +0000, 665, 163719
2023-03-28 19:38:40 +0000, 675, 164394
2023-03-28 19:38:41 +0000, 675, 165069
2023-03-28 19:38:42 +0000, 682, 165751
2023-03-28 19:38:43 +0000, 702, 166453
2023-03-28 19:38:43 +0000, 718, 167171
2023-03-28 19:38:44 +0000, 702, 167873
2023-03-28 19:38:46 +0000, 717, 168590
2023-03-28 19:38:46 +0000, 711, 169301
2023-03-28 19:38:46 +0000, 707, 170008
2023-03-28 19:38:47 +0000, 712, 170720
2023-03-28 19:38:48 +0000, 709, 171429
2023-03-28 19:38:48 +0000, 690, 172119
2023-03-28 19:38:49 +0000, 692, 172811
2023-03-28 19:38:50 +0000, 686, 173497
2023-03-28 19:38:50 +0000, 674, 174171
2023-03-28 19:38:51 +0000, 683, 174854
2023-03-28 19:38:52 +0000, 704, 175558
2023-03-28 19:38:52 +0000, 713, 176271
2023-03-28 19:38:53 +0000, 728, 176999
2023-03-28 19:38:55 +0000, 726, 177725
2023-03-28 19:38:55 +0000, 712, 178437
2023-03-28 19:38:55 +0000, 694, 179131
2023-03-28 19:38:56 +0000, 708, 179839
2023-03-28 19:38:57 +0000, 711, 180550
2023-03-28 19:38:58 +0000, 717, 181267
2023-03-28 19:39:01 +0000, 792, 182059
2023-03-28 19:39:02 +0000, 762, 182821
2023-03-28 19:39:02 +0000, 780, 183601
2023-03-28 19:39:03 +0000, 752, 184353
2023-03-28 19:39:04 +0000, 749, 185102
2023-03-28 19:39:04 +0000, 727, 185829
2023-03-28 19:39:05 +0000, 710, 186539
2023-03-28 19:39:06 +0000, 691, 187230
2023-03-28 19:39:06 +0000, 688, 187918
2023-03-28 19:39:07 +0000, 688, 188606
2023-03-28 19:39:08 +0000, 684, 189290
2023-03-28 19:39:09 +0000, 705, 189995
2023-03-28 19:39:09 +0000, 696, 190691
2023-03-28 19:39:10 +0000, 685, 191376
2023-03-28 19:39:11 +0000, 701, 192077
2023-03-28 19:39:11 +0000, 710, 192787
2023-03-28 19:39:13 +0000, 739, 193526
2023-03-28 19:39:14 +0000, 736, 194262
2023-03-28 19:39:14 +0000, 730, 194992
2023-03-28 19:39:15 +0000, 711, 195703
2023-03-28 19:39:16 +0000, 692, 196395
2023-03-28 19:39:16 +0000, 711, 197106
2023-03-28 19:39:17 +0000, 718, 197824
2023-03-28 19:39:18 +0000, 731, 198555
2023-03-28 19:39:22 +0000, 848, 199403
2023-03-28 19:39:23 +0000, 822, 200225
2023-03-28 19:39:25 +0000, 833, 201058
2023-03-28 19:39:26 +0000, 812, 201870
2023-03-28 19:39:26 +0000, 791, 202661
2023-03-28 19:39:27 +0000, 777, 203438
2023-03-28 19:39:28 +0000, 753, 204191
2023-03-28 19:39:30 +0000, 752, 204943
2023-03-28 19:39:30 +0000, 773, 205716
2023-03-28 19:39:31 +0000, 764, 206480
2023-03-28 19:39:33 +0000, 751, 207231
2023-03-28 19:39:34 +0000, 748, 207979
2023-03-28 19:39:35 +0000, 753, 208732
2023-03-28 19:39:36 +0000, 770, 209502
2023-03-28 19:39:40 +0000, 866, 210368
2023-03-28 19:39:41 +0000, 873, 211241
2023-03-28 19:39:42 +0000, 840, 212081
2023-03-28 19:39:45 +0000, 696, 212777
2023-03-28 19:39:46 +0000, 712, 213489
2023-03-28 19:39:47 +0000, 701, 214190
2023-03-28 19:39:48 +0000, 722, 214912
2023-03-28 19:39:51 +0000, 821, 215733
2023-03-28 19:39:52 +0000, 826, 216559
2023-03-28 19:39:52 +0000, 808, 217367
2023-03-28 19:39:53 +0000, 814, 218181
2023-03-28 19:39:54 +0000, 796, 218977
2023-03-28 19:39:55 +0000, 780, 219757
2023-03-28 19:39:56 +0000, 770, 220527
2023-03-28 19:39:59 +0000, 852, 221379
2023-03-28 19:40:00 +0000, 849, 222228
2023-03-28 19:40:02 +0000, 816, 223044
2023-03-28 19:40:03 +0000, 797, 223841
2023-03-28 19:40:04 +0000, 761, 224602
2023-03-28 19:40:04 +0000, 771, 225373
2023-03-28 19:40:05 +0000, 762, 226135
2023-03-28 19:40:06 +0000, 744, 226879
2023-03-28 19:40:07 +0000, 743, 227622
2023-03-28 19:40:07 +0000, 760, 228382
2023-03-28 19:40:08 +0000, 744, 229126
2023-03-28 19:40:09 +0000, 744, 229870
2023-03-28 19:40:10 +0000, 761, 230631
2023-03-28 19:40:10 +0000, 782, 231413
2023-03-28 19:40:11 +0000, 770, 232183
2023-03-28 19:40:12 +0000, 758, 232941
2023-03-28 19:40:13 +0000, 769, 233710
2023-03-28 19:40:14 +0000, 756, 234466
2023-03-28 19:40:14 +0000, 745, 235211
2023-03-28 19:40:15 +0000, 762, 235973
2023-03-28 19:40:16 +0000, 780, 236753
2023-03-28 19:40:17 +0000, 786, 237539
2023-03-28 19:40:17 +0000, 750, 238289
2023-03-28 19:40:18 +0000, 751, 239040
2023-03-28 19:40:20 +0000, 779, 239819
2023-03-28 19:40:21 +0000, 800, 240619
2023-03-28 19:40:21 +0000, 816, 241435
2023-03-28 19:40:22 +0000, 788, 242223
2023-03-28 19:40:23 +0000, 765, 242988
2023-03-28 19:40:24 +0000, 752, 243740
2023-03-28 19:40:24 +0000, 767, 244507
2023-03-28 19:40:25 +0000, 754, 245261
2023-03-28 19:40:26 +0000, 742, 246003
2023-03-28 19:40:27 +0000, 750, 246753
2023-03-28 19:40:27 +0000, 759, 247512
2023-03-28 19:40:28 +0000, 766, 248278
2023-03-28 19:40:29 +0000, 755, 249033
2023-03-28 19:40:30 +0000, 781, 249814
2023-03-28 19:40:32 +0000, 767, 250581
2023-03-28 19:40:33 +0000, 750, 251331
2023-03-28 19:40:34 +0000, 754, 252085
2023-03-28 19:40:34 +0000, 760, 252845
2023-03-28 19:40:35 +0000, 742, 253587
2023-03-28 19:40:36 +0000, 764, 254351
2023-03-28 19:40:37 +0000, 797, 255148
2023-03-28 19:40:37 +0000, 771, 255919
2023-03-28 19:40:39 +0000, 758, 256677
2023-03-28 19:40:39 +0000, 759, 257436
2023-03-28 19:40:40 +0000, 749, 258185
2023-03-28 19:40:40 +0000, 713, 258898
2023-03-28 19:40:41 +0000, 689, 259587
2023-03-28 19:40:42 +0000, 685, 260272
2023-03-28 19:40:42 +0000, 663, 260935
2023-03-28 19:40:43 +0000, 666, 261601
2023-03-28 19:40:43 +0000, 644, 262245
2023-03-28 19:40:44 +0000, 636, 262881
2023-03-28 19:40:45 +0000, 635, 263516
2023-03-28 19:40:45 +0000, 635, 264151
2023-03-28 19:40:46 +0000, 629, 264780
2023-03-28 19:40:47 +0000, 619, 265399
2023-03-28 19:40:47 +0000, 611, 266010
2023-03-28 19:40:48 +0000, 608, 266618
2023-03-28 19:40:48 +0000, 603, 267221
2023-03-28 19:40:49 +0000, 596, 267817
2023-03-28 19:40:50 +0000, 590, 268407
2023-03-28 19:40:50 +0000, 579, 268986
2023-03-28 19:40:51 +0000, 579, 269565
2023-03-28 19:40:51 +0000, 576, 270141
2023-03-28 19:40:52 +0000, 573, 270714
2023-03-28 19:40:52 +0000, 586, 271300
2023-03-28 19:40:53 +0000, 591, 271891
2023-03-28 19:40:54 +0000, 603, 272494
2023-03-28 19:40:54 +0000, 603, 273097
2023-03-28 19:40:55 +0000, 600, 273697
2023-03-28 19:40:55 +0000, 609, 274306
2023-03-28 19:40:56 +0000, 615, 274921
2023-03-28 19:40:57 +0000, 624, 275545
2023-03-28 19:40:57 +0000, 627, 276172
2023-03-28 19:40:58 +0000, 637, 276809
2023-03-28 19:40:59 +0000, 633, 277442
2023-03-28 19:40:59 +0000, 619, 278061
2023-03-28 19:41:00 +0000, 632, 278693
2023-03-28 19:41:01 +0000, 631, 279324
2023-03-28 19:41:01 +0000, 640, 279964
2023-03-28 19:41:02 +0000, 664, 280628
2023-03-28 19:41:03 +0000, 682, 281310
2023-03-28 19:41:03 +0000, 678, 281988
2023-03-28 19:41:04 +0000, 684, 282672
2023-03-28 19:41:05 +0000, 679, 283351
2023-03-28 19:41:05 +0000, 666, 284017
2023-03-28 19:41:07 +0000, 663, 284680
2023-03-28 19:41:07 +0000, 662, 285342
2023-03-28 19:41:07 +0000, 676, 286018
2023-03-28 19:41:08 +0000, 673, 286691
2023-03-28 19:41:09 +0000, 659, 287350
2023-03-28 19:41:09 +0000, 649, 287999
2023-03-28 19:41:10 +0000, 642, 288641
2023-03-28 19:41:11 +0000, 638, 289279
2023-03-28 19:41:11 +0000, 629, 289908
2023-03-28 19:41:12 +0000, 625, 290533
2023-03-28 19:41:12 +0000, 640, 291173
2023-03-28 19:41:13 +0000, 661, 291834
2023-03-28 19:41:14 +0000, 685, 292519
2023-03-28 19:41:15 +0000, 689, 293208
2023-03-28 19:41:15 +0000, 698, 293906
2023-03-28 19:41:16 +0000, 677, 294583
2023-03-28 19:41:17 +0000, 670, 295253
2023-03-28 19:41:17 +0000, 663, 295916
2023-03-28 19:41:18 +0000, 654, 296570
2023-03-28 19:41:18 +0000, 641, 297211
2023-03-28 19:41:19 +0000, 637, 297848
2023-03-28 19:41:20 +0000, 633, 298481
2023-03-28 19:41:20 +0000, 632, 299113
2023-03-28 19:41:21 +0000, 629, 299742
2023-03-28 19:41:22 +0000, 639, 300381
2023-03-28 19:41:22 +0000, 637, 301018
2023-03-28 19:41:23 +0000, 632, 301650
2023-03-28 19:41:24 +0000, 635, 302285
2023-03-28 19:41:24 +0000, 636, 302921
2023-03-28 19:41:25 +0000, 632, 303553
2023-03-28 19:41:25 +0000, 627, 304180
2023-03-28 19:41:26 +0000, 627, 304807
2023-03-28 19:41:27 +0000, 625, 305432
2023-03-28 19:41:27 +0000, 618, 306050
2023-03-28 19:41:28 +0000, 606, 306656
2023-03-28 19:41:28 +0000, 606, 307262
2023-03-28 19:41:29 +0000, 604, 307866
2023-03-28 19:41:30 +0000, 610, 308476
2023-03-28 19:41:30 +0000, 616, 309092
2023-03-28 19:41:31 +0000, 621, 309713
2023-03-28 19:41:32 +0000, 609, 310322
2023-03-28 19:41:32 +0000, 616, 310938
2023-03-28 19:41:34 +0000, 615, 311553
2023-03-28 19:41:34 +0000, 625, 312178
2023-03-28 19:41:34 +0000, 636, 312814
2023-03-28 19:41:35 +0000, 627, 313441
2023-03-28 19:41:35 +0000, 632, 314073
2023-03-28 19:41:36 +0000, 630, 314703
2023-03-28 19:41:37 +0000, 629, 315332
2023-03-28 19:41:37 +0000, 622, 315954
2023-03-28 19:41:38 +0000, 625, 316579
2023-03-28 19:41:39 +0000, 631, 317210
2023-03-28 19:41:39 +0000, 656, 317866
2023-03-28 19:41:40 +0000, 665, 318531
2023-03-28 19:41:41 +0000, 681, 319212
2023-03-28 19:41:45 +0000, 717, 319929
2023-03-28 19:41:46 +0000, 712, 320641
2023-03-28 19:41:47 +0000, 713, 321354
2023-03-28 19:41:47 +0000, 704, 322058
2023-03-28 19:41:48 +0000, 692, 322750
2023-03-28 19:41:49 +0000, 666, 323416
2023-03-28 19:41:50 +0000, 688, 324104
2023-03-28 19:41:54 +0000, 739, 324843
2023-03-28 19:41:55 +0000, 711, 325554
2023-03-28 19:41:56 +0000, 706, 326260
2023-03-28 19:41:56 +0000, 696, 326956
2023-03-28 19:41:57 +0000, 686, 327642
2023-03-28 19:41:58 +0000, 688, 328330
2023-03-28 19:41:58 +0000, 716, 329046
2023-03-28 19:41:59 +0000, 682, 329728
2023-03-28 19:42:00 +0000, 666, 330394
2023-03-28 19:42:00 +0000, 662, 331056
2023-03-28 19:42:01 +0000, 661, 331717
2023-03-28 19:42:02 +0000, 660, 332377
2023-03-28 19:42:02 +0000, 659, 333036
2023-03-28 19:42:03 +0000, 661, 333697
2023-03-28 19:42:04 +0000, 669, 334366
2023-03-28 19:42:04 +0000, 678, 335044
2023-03-28 19:42:05 +0000, 674, 335718
2023-03-28 19:42:06 +0000, 682, 336400
2023-03-28 19:42:06 +0000, 682, 337082
2023-03-28 19:42:07 +0000, 665, 337747
2023-03-28 19:42:08 +0000, 662, 338409
2023-03-28 19:42:08 +0000, 660, 339069
2023-03-28 19:42:09 +0000, 658, 339727
2023-03-28 19:42:10 +0000, 663, 340390
2023-03-28 19:42:11 +0000, 673, 341063
2023-03-28 19:42:11 +0000, 682, 341745
2023-03-28 19:42:12 +0000, 705, 342450
2023-03-28 19:42:13 +0000, 721, 343171
2023-03-28 19:42:14 +0000, 716, 343887
2023-03-28 19:42:15 +0000, 728, 344615
2023-03-28 19:42:16 +0000, 721, 345336
2023-03-28 19:42:16 +0000, 734, 346070
2023-03-28 19:42:18 +0000, 700, 346770
2023-03-28 19:42:18 +0000, 706, 347476
2023-03-28 19:42:19 +0000, 706, 348182
2023-03-28 19:42:20 +0000, 706, 348888
2023-03-28 19:42:21 +0000, 707, 349595
2023-03-28 19:42:21 +0000, 714, 350309
2023-03-28 19:42:22 +0000, 724, 351033
2023-03-28 19:42:26 +0000, 672, 351705
2023-03-28 19:42:27 +0000, 664, 352369
2023-03-28 19:42:27 +0000, 662, 353031
2023-03-28 19:42:28 +0000, 672, 353703
2023-03-28 19:42:32 +0000, 740, 354443
2023-03-28 19:42:33 +0000, 752, 355195
2023-03-28 19:42:33 +0000, 717, 355912
2023-03-28 19:42:34 +0000, 731, 356643
2023-03-28 19:42:35 +0000, 737, 357380
2023-03-28 19:42:37 +0000, 752, 358132
2023-03-28 19:42:39 +0000, 746, 358878
2023-03-28 19:42:39 +0000, 751, 359629
2023-03-28 19:42:41 +0000, 758, 360387
2023-03-28 19:42:42 +0000, 770, 361157
2023-03-28 19:42:43 +0000, 756, 361913
2023-03-28 19:42:43 +0000, 728, 362641
2023-03-28 19:42:44 +0000, 735, 363376
2023-03-28 19:42:45 +0000, 748, 364124
2023-03-28 19:42:45 +0000, 735, 364859
2023-03-28 19:42:46 +0000, 713, 365572
2023-03-28 19:42:47 +0000, 712, 366284
2023-03-28 19:42:48 +0000, 714, 366998
2023-03-28 19:42:48 +0000, 682, 367680
2023-03-28 19:42:49 +0000, 704, 368384
2023-03-28 19:42:50 +0000, 727, 369111
2023-03-28 19:42:50 +0000, 710, 369821
2023-03-28 19:42:51 +0000, 715, 370536
2023-03-28 19:42:53 +0000, 708, 371244
2023-03-28 19:42:53 +0000, 722, 371966
2023-03-28 19:42:54 +0000, 723, 372689
2023-03-28 19:42:55 +0000, 743, 373432
2023-03-28 19:42:56 +0000, 710, 374142
2023-03-28 19:42:56 +0000, 711, 374853
2023-03-28 19:42:57 +0000, 733, 375586
2023-03-28 19:42:58 +0000, 750, 376336
2023-03-28 19:43:00 +0000, 741, 377077
2023-03-28 19:43:00 +0000, 746, 377823
2023-03-28 19:43:00 +0000, 770, 378593
2023-03-28 19:43:01 +0000, 781, 379374
2023-03-28 19:43:02 +0000, 783, 380157
2023-03-28 19:43:02 +0000, 754, 380911
2023-03-28 19:43:03 +0000, 738, 381649
2023-03-28 19:43:04 +0000, 748, 382397
2023-03-28 19:43:05 +0000, 740, 383137
2023-03-28 19:43:05 +0000, 723, 383860
2023-03-28 19:43:06 +0000, 740, 384600
2023-03-28 19:43:07 +0000, 762, 385362
2023-03-28 19:43:09 +0000, 766, 386128
2023-03-28 19:43:10 +0000, 757, 386885
2023-03-28 19:43:11 +0000, 769, 387654
2023-03-28 19:43:11 +0000, 731, 388385
2023-03-28 19:43:12 +0000, 733, 389118
2023-03-28 19:43:13 +0000, 742, 389860
2023-03-28 19:43:14 +0000, 772, 390632
2023-03-28 19:43:14 +0000, 756, 391388
2023-03-28 19:43:15 +0000, 757, 392145
2023-03-28 19:43:16 +0000, 767, 392912
2023-03-28 19:43:17 +0000, 783, 393695
2023-03-28 19:43:18 +0000, 761, 394456
2023-03-28 19:43:18 +0000, 781, 395237
2023-03-28 19:43:22 +0000, 682, 395919
2023-03-28 19:43:23 +0000, 709, 396628
2023-03-28 19:43:27 +0000, 785, 397413
2023-03-28 19:43:28 +0000, 774, 398187
